,Date,^VIX,^VIX1D,diff
110,2025-06-12,18.020000457763672,12.710000038146973,5.310000419616699
111,2025-06-13,20.81999969482422,21.670000076293945,-0.8500003814697266
112,2025-06-16,19.110000610351562,12.729999542236328,6.380001068115234
113,2025-06-17,21.600000381469727,21.030000686645508,0.5699996948242188
114,2025-06-18,20.139999389648438,22.1299991607666,-1.989999771118164
115,2025-06-20,20.6200008392334,18.40999984741211,2.210000991821289
116,2025-06-23,19.829999923706055,13.449999809265137,6.380000114440918
117,2025-06-24,17.479999542236328,11.180000305175781,6.299999237060547
118,2025-06-25,16.760000228881836,10.420000076293945,6.340000152587891
119,2025-06-26,16.59000015258789,11.079999923706055,5.510000228881836
120,2025-06-27,16.31999969482422,12.1899995803833,4.130000114440918
121,2025-06-30,16.729999542236328,10.170000076293945,6.559999465942383
122,2025-07-01,16.829999923706055,9.680000305175781,7.149999618530273
123,2025-07-02,16.639999389648438,16.139999389648438,0.5
124,2025-07-03,16.3799991607666,14.640000343322754,1.7399988174438477
125,2025-07-07,17.790000915527344,11.760000228881836,6.030000686645508
126,2025-07-08,16.809999465942383,10.529999732971191,6.279999732971191
127,2025-07-09,15.9399995803833,9.640000343322754,6.299999237060547
128,2025-07-10,15.779999732971191,9.489999771118164,6.289999961853027
129,2025-07-11,16.399999618530273,12.470000267028809,3.929999351501465
130,2025-07-14,17.200000762939453,12.449999809265137,4.750000953674316
131,2025-07-15,17.3799991607666,12.199999809265137,5.179999351501465
132,2025-07-16,17.15999984741211,10.9399995803833,6.220000267028809
133,2025-07-17,16.520000457763672,10.770000457763672,5.75
134,2025-07-18,16.40999984741211,9.850000381469727,6.559999465942383
135,2025-07-21,16.649999618530273,8.850000381469727,7.799999237060547
136,2025-07-22,16.5,8.40999984741211,8.09000015258789
137,2025-07-23,15.369999885559082,10.010000228881836,5.359999656677246
138,2025-07-24,15.390000343322754,10.029999732971191,5.3600006103515625
139,2025-07-25,14.930000305175781,8.899999618530273,6.030000686645508
140,2025-07-28,15.029999732971191,7.929999828338623,7.099999904632568
141,2025-07-29,15.979999542236328,12.670000076293945,3.309999465942383
142,2025-07-30,15.479999542236328,13.829999923706055,1.6499996185302734
143,2025-07-31,16.719999313354492,16.829999923706055,-0.1100006103515625
144,2025-08-01,20.3799991607666,20.010000228881836,0.3699989318847656
145,2025-08-04,17.520000457763672,11.149999618530273,6.370000839233398
146,2025-08-05,17.850000381469727,12.3100004196167,5.539999961853027
147,2025-08-06,16.770000457763672,11.359999656677246,5.410000801086426
148,2025-08-07,16.56999969482422,12.470000267028809,4.09999942779541
149,2025-08-08,15.149999618530273,10.859999656677246,4.289999961853027
